Area	Location	Latitude	Longitude
17	12	77.50000	 49.00000
17	13	77.50000	 50.50000
17	15	78.50000	 41.00000
17	16	78.50000	 43.00000
17	17	78.50000	 45.00000
17	18	78.50000	 47.00000
17	19	78.50000	 49.00000
17	20	78.50000	 50.50000
17	22	79.50000	 41.00000
17	23	79.50000	 43.00000
17	24	79.50000	 45.00000
17	25	79.50000	 47.00000
17	26	79.50000	 49.00000
17	27	79.50000	 50.50000
17	28	80.50000	 41.00000
17	29	80.50000	 43.00000
17	30	80.50000	 45.00000
17	31	80.50000	 47.00000
17	32	80.50000	 49.00000
17	33	80.50000	 50.50000
17	34	81.50000	 41.00000
17	35	81.50000	 43.00000
17	36	81.50000	 45.00000
17	37	81.50000	 47.00000
17	38	81.50000	 49.00000
17	39	81.50000	 50.50000
17	40	82.25000	 41.00000
17	41	82.25000	 43.00000
17	42	82.25000	 45.00000
17	43	82.25000	 47.00000
17	44	82.25000	 49.00000
17	45	82.25000	 50.50000
17		79.25000	 45.50000
18	01	76.50000	 55.00000
18	02	76.50000	 57.00000
18	03	76.50000	 59.00000
18	04	76.50000	 61.00000
18	05	76.50000	 63.00000
18	06	76.50000	 65.00000
18	07	76.50000	 67.00000
18	08	77.50000	 55.00000
18	09	77.50000	 57.00000
18	10	77.50000	 59.00000
18	11	77.50000	 61.00000
18	12	77.50000	 63.00000
18	13	77.50000	 65.00000
18	14	77.50000	 67.00000
18	15	78.50000	 55.00000
18	16	78.50000	 57.00000
18	17	78.50000	 59.00000
18	18	78.50000	 61.00000
18	19	78.50000	 63.00000
18	20	78.50000	 65.00000
18	21	78.50000	 67.00000
18	22	79.50000	 55.00000
18	23	79.50000	 57.00000
18	24	79.50000	 59.00000
18	25	79.50000	 61.00000
18	26	79.50000	 63.00000
18	27	79.50000	 65.00000
18	28	79.50000	 67.00000
18	29	76.50000	 51.50000
18	30	76.50000	 53.00000
18	31	77.50000	 51.50000
18	32	77.50000	 53.00000
18	33	78.50000	 51.50000
18	34	78.50000	 53.00000
18	35	79.50000	 51.50000
18	36	79.50000	 53.00000
18	37	80.50000	 51.50000
18	38	80.50000	 53.00000
18	39	80.50000	 55.00000
18	40	80.50000	 57.00000
18	41	80.50000	 59.00000
18	42	80.50000	 61.00000
18	43	80.50000	 63.00000
18	44	80.50000	 65.00000
18	45	80.50000	 67.00000
18	46	81.50000	 51.50000
18	47	81.50000	 53.00000
18	48	81.50000	 55.00000
18	49	81.50000	 57.00000
18	50	81.50000	 59.00000
18	51	81.50000	 61.00000
18	52	81.50000	 63.00000
18	53	81.50000	 65.00000
18	54	81.50000	 67.00000
18	55	82.25000	 51.50000
18	56	82.25000	 53.00000
18	57	82.25000	 55.00000
18	58	82.25000	 57.00000
18	59	82.25000	 59.00000
18	60	82.25000	 61.00000
18	61	82.25000	 63.00000
18	62	82.25000	 65.00000
18	63	82.25000	 67.00000
18		79.25000	 59.50000
20	01	73.75000	 16.00000
20	02	73.75000	 18.00000
20	03	73.75000	 20.00000
20	04	73.75000	 22.00000
20	05	73.75000	 24.00000
20	06	73.75000	 26.50000
20	07	74.50000	 16.00000
20	08	74.50000	 18.00000
20	09	74.50000	 20.00000
20	10	74.50000	 22.00000
20	11	74.50000	 24.00000
20	12	74.50000	 26.50000
20	13	75.50000	 16.00000
20	14	75.50000	 18.00000
20	15	75.50000	 20.00000
20	16	75.50000	 22.00000
20	17	75.25000	 24.00000
20	19	74.50000	 29.00000
20	20	73.75000	 29.00000
20		74.59921	 21.65873
21	01	76.25000	  4.00000
21	02	76.25000	  6.00000
21	03	76.25000	  8.00000
21	04	76.25000	 10.00000
21	05	76.25000	 12.00000
21	06	76.25000	 14.00000
21	07	76.25000	 15.50000
21	08	76.75000	  4.00000
21	09	76.75000	  6.00000
21	10	76.75000	  8.00000
21	11	76.75000	 10.00000
21	12	76.75000	 12.00000
21	13	76.75000	 14.00000
21	14	76.75000	 16.00000
21	15	77.25000	  4.00000
21	16	77.25000	  6.00000
21	17	77.25000	  8.00000
21	18	77.25000	 10.00000
21	19	77.25000	 12.00000
21	20	77.25000	 14.00000
21	21	77.25000	 16.00000
21	22	77.75000	  4.00000
21	23	77.75000	  6.00000
21	24	77.75000	  8.00000
21	25	77.75000	 10.00000
21	26	77.75000	 12.00000
21	27	77.75000	 14.00000
21	28	77.75000	 16.25000
21		77.02027	  9.94820
22	01	76.25000	 17.00000
22	02	76.25000	 19.00000
22	03	76.25000	 21.00000
22	04	76.75000	 17.50000
22	05	76.75000	 19.00000
22	06	76.75000	 21.00000
22	07	77.25000	 17.50000
22	08	77.25000	 19.00000
22	09	77.25000	 21.00000
22	10	77.75000	 19.00000
22	11	77.75000	 21.00000
22	12	78.25000	 19.00000
22	13	78.25000	 21.00000
22	14	78.75000	 19.00000
22	15	78.75000	 21.00000
22	16	79.25000	 17.50000
22	17	79.25000	 19.00000
22	18	79.25000	 21.00000
22	19	79.75000	 17.00000
22	20	79.75000	 19.00000
22	21	79.75000	 21.00000
22	22	80.25000	 17.50000
22	23	80.25000	 19.00000
22	24	80.25000	 21.00000
22	25	80.75000	 17.50000
22	26	80.75000	 19.00000
22	27	80.75000	 21.00000
22	28	81.25000	 17.50000
22	29	81.25000	 19.00000
22	30	81.25000	 21.00000
22	31	81.75000	 17.50000
22	32	81.75000	 19.00000
22	33	81.75000	 21.00000
22	34	82.25000	 17.50000
22	35	82.25000	 19.00000
22	36	82.25000	 21.00000
22		79.25781	 19.50000
23	01	75.62500	 24.75000
23	02	75.50000	 27.00000
23	03	75.50000	 29.00000
23	04	76.25000	 23.00000
23	05	76.25000	 25.00000
23	06	76.25000	 27.00000
23	07	76.25000	 29.00000
23	08	76.75000	 23.00000
23	09	76.75000	 25.00000
23	10	76.75000	 27.00000
23	11	76.75000	 29.00000
23	12	77.25000	 23.00000
23	13	77.25000	 25.00000
23	14	77.25000	 27.00000
23	15	77.25000	 29.00000
23	16	77.75000	 23.00000
23	17	77.75000	 25.00000
23	18	77.75000	 27.00000
23	19	77.75000	 29.00000
23	20	78.25000	 23.00000
23	21	78.25000	 25.00000
23	22	78.25000	 27.00000
23	23	78.25000	 29.00000
23	24	78.75000	 23.00000
23	25	78.75000	 25.00000
23	26	78.75000	 27.00000
23	27	78.75000	 29.00000
23	28	79.25000	 23.00000
23	29	79.25000	 25.00000
23	30	79.25000	 27.00000
23	31	79.25000	 29.00000
23	32	79.75000	 27.00000
23	33	79.75000	 29.00000
23	34	80.25000	 23.00000
23	35	80.25000	 25.00000
23	36	80.25000	 27.00000
23	37	80.25000	 29.00000
23	38	80.75000	 23.00000
23	39	80.75000	 25.00000
23	40	80.75000	 27.00000
23	41	80.75000	 29.00000
23	42	81.25000	 23.00000
23	43	81.25000	 25.00000
23	44	81.25000	 27.00000
23	45	81.25000	 29.00000
23	46	81.75000	 23.00000
23	47	81.75000	 25.00000
23	48	81.75000	 27.00000
23	49	81.75000	 29.00000
23	50	82.25000	 23.00000
23	51	82.25000	 25.00000
23	52	82.25000	 27.00000
23	53	82.25000	 29.00000
23		78.83482	 26.16964
24	01	76.50000	 31.00000
24	02	76.50000	 33.00000
24	03	76.50000	 35.00000
24	04	76.50000	 37.00000
24	05	76.50000	 39.00000
24	06	77.50000	 31.00000
24	07	77.50000	 33.00000
24	08	77.50000	 35.00000
24	09	77.50000	 37.00000
24	10	77.50000	 39.00000
24	11	78.50000	 31.00000
24	12	78.50000	 33.00000
24	13	78.50000	 35.00000
24	14	78.50000	 37.00000
24	15	78.50000	 39.00000
24	16	79.50000	 31.00000
24	17	79.50000	 33.00000
24	18	79.50000	 35.00000
24	19	79.50000	 37.00000
24	20	79.50000	 39.00000
24	21	80.50000	 31.00000
24	22	80.50000	 33.00000
24	23	80.50000	 35.00000
24	24	80.50000	 37.00000
24	25	80.50000	 39.00000
24	26	81.50000	 31.00000
24	27	81.50000	 33.00000
24	28	81.50000	 35.00000
24	29	81.50000	 37.00000
24	30	81.50000	 39.00000
24	31	82.25000	 31.00000
24	32	82.25000	 33.00000
24	33	82.25000	 35.00000
24	34	82.25000	 37.00000
24	35	82.25000	 39.00000
24		79.25000	 35.00000
25	01	78.25000	  4.00000
25	02	78.25000	  6.00000
25	03	78.25000	  8.00000
25	04	78.25000	 10.00000
25	05	78.25000	 12.00000
25	06	78.25000	 14.00000
25	07	78.25000	 16.25000
25	08	78.75000	  4.00000
25	09	78.75000	  6.00000
25	10	78.75000	  8.00000
25	11	78.75000	 10.00000
25	12	78.75000	 12.00000
25	13	78.75000	 14.00000
25	14	78.75000	 16.25000
25	15	79.25000	  4.00000
25	16	79.25000	  6.00000
25	17	79.25000	  8.00000
25	18	79.25000	 10.00000
25	19	79.25000	 12.00000
25	20	79.25000	 14.00000
25	21	79.25000	 16.00000
25	22	79.75000	  4.00000
25	23	79.75000	  6.00000
25	24	79.75000	  8.00000
25	25	79.75000	 10.00000
25	26	79.75000	 12.00000
25	27	79.75000	 14.00000
25	28	79.75000	 15.50000
25	29	80.25000	  4.00000
25	30	80.25000	  6.00000
25	31	80.25000	  8.00000
25	32	80.25000	 10.00000
25	33	80.25000	 12.00000
25	34	80.25000	 14.00000
25	35	80.25000	 16.00000
25	36	80.75000	  4.00000
25	37	80.75000	  6.00000
25	38	80.75000	  8.00000
25	39	80.75000	 10.00000
25	40	80.75000	 12.00000
25	41	80.75000	 14.00000
25	42	80.75000	 16.00000
25	43	81.25000	  4.00000
25	44	81.25000	  6.00000
25	45	81.25000	  8.00000
25	46	81.25000	 10.00000
25	47	81.25000	 12.00000
25	48	81.25000	 14.00000
25	49	81.25000	 16.00000
25	50	81.75000	  4.00000
25	51	81.75000	  6.00000
25	52	81.75000	  8.00000
25	53	81.75000	 10.00000
25	54	81.75000	 12.00000
25	55	81.75000	 14.00000
25	56	81.75000	 16.00000
25	57	82.25000	  4.00000
25	58	82.25000	  6.00000
25	59	82.25000	  8.00000
25	60	82.25000	 10.00000
25	61	82.25000	 12.00000
25	62	82.25000	 14.00000
25	63	82.25000	 16.00000
25		80.24008	 10.00595
26	01	73.75000	-10.00000
26	02	73.75000	 -8.00000
26	03	73.75000	 -6.00000
26	04	73.75000	 -4.00000
26	05	73.75000	 -2.00000
26	06	73.75000	  0.00000
26	07	73.75000	  2.00000
26	08	74.50000	-10.00000
26	09	74.50000	 -8.00000
26	10	74.50000	 -6.00000
26	11	74.50000	 -4.00000
26	12	74.50000	 -2.00000
26	13	74.50000	  0.00000
26	14	74.50000	  2.00000
26	15	75.50000	-10.00000
26	16	75.50000	 -8.00000
26	17	75.50000	 -6.00000
26	18	75.50000	 -4.00000
26	19	75.50000	 -2.00000
26	20	75.50000	  0.00000
26	21	75.50000	  2.00000
26	22	76.50000	-10.00000
26	23	76.50000	 -8.00000
26	24	76.50000	 -6.00000
26	25	76.50000	 -4.00000
26	26	76.50000	 -2.00000
26	27	76.50000	  0.00000
26	28	76.50000	  2.00000
26	29	77.50000	-10.00000
26	30	77.50000	 -8.00000
26	31	77.50000	 -6.00000
26	32	77.50000	 -4.00000
26	33	77.50000	 -2.00000
26	34	77.50000	  0.00000
26	35	77.50000	  2.00000
26	36	78.50000	-10.00000
26	37	78.50000	 -8.00000
26	38	78.50000	 -6.00000
26	39	78.50000	 -4.00000
26	40	78.50000	 -2.00000
26	41	78.50000	  0.00000
26	42	78.50000	  2.00000
26	43	79.50000	-10.00000
26	44	79.50000	 -8.00000
26	45	79.50000	 -6.00000
26	46	79.50000	 -4.00000
26	47	79.50000	 -2.00000
26	48	79.50000	  0.00000
26	49	79.50000	  2.00000
26	50	80.50000	-10.00000
26	51	80.50000	 -8.00000
26	52	80.50000	 -6.00000
26	53	80.50000	 -4.00000
26	54	80.50000	 -2.00000
26	55	80.50000	  0.00000
26	56	80.50000	  2.00000
26	57	81.50000	-10.00000
26	58	81.50000	 -8.00000
26	59	81.50000	 -6.00000
26	60	81.50000	 -4.00000
26	61	81.50000	 -2.00000
26	62	81.50000	  0.00000
26	63	81.50000	  2.00000
26	64	82.25000	-10.00000
26	65	82.25000	 -8.00000
26	66	82.25000	 -6.00000
26	67	82.25000	 -4.00000
26	68	82.25000	 -2.00000
26	69	82.25000	  0.00000
26	70	82.25000	  2.00000
26		78.00000	 -4.00000
27	13	73.75000	  4.00000
27	14	73.75000	  6.00000
27	15	73.75000	  8.00000
27	16	73.75000	 10.00000
27	17	73.75000	 12.00000
27	18	73.75000	 14.00000
27	19	74.50000	  4.00000
27	20	74.50000	  6.00000
27	21	74.50000	  8.00000
27	22	74.50000	 10.00000
27	23	74.50000	 12.00000
27	24	74.50000	 14.00000
27	25	75.50000	  4.00000
27	26	75.50000	  6.00000
27	27	75.50000	  8.00000
27	28	75.50000	 10.00000
27	29	75.50000	 12.00000
27	30	75.50000	 14.00000
27		74.75000	  9.00000
28	01	60.24815	  4.50056
28	02	60.76585	  4.51988
28	03	61.26170	  4.47778
28	04	61.75000	  4.50000
28	09	60.25000	  3.50000
28	10	60.75000	  3.50000
28	11	61.25000	  3.50000
28	12	61.75000	  3.50000
28	36	61.82966	  6.02146
28	37	61.53710	  5.51210
28	38	61.33540	  5.26468
28	39	61.11448	  6.78870
28	40	60.70822	  5.52325
28	41	60.22739	  5.38093
28	51	60.25000	  2.50000
28	52	60.75000	  2.50000
28	53	61.25000	  2.50000
28	54	61.75000	  2.50000
28		61.04847	  4.51307
30	01	62.50000	 -3.50000
30	02	62.50000	 -2.00000
30	03	62.50000	  0.00000
30	04	62.50000	  2.00000
30	05	63.50000	 -6.00000
30	06	63.50000	 -4.00000
30	07	63.50000	 -2.00000
30	08	63.50000	  0.00000
30	09	63.50000	  2.00000
30	10	64.50000	 -6.00000
30	11	64.50000	 -4.00000
30	12	64.50000	 -2.00000
30	13	64.50000	  0.00000
30	14	64.50000	  2.00000
30		63.61111	 -1.61111
31	01	60.25000	 -6.50000
31	02	60.25000	 -5.50000
31	03	60.75000	 -6.50000
31	04	60.75000	 -5.50000
31	05	60.75000	 -4.50000
31	06	61.25000	 -6.50000
31	07	61.25000	 -5.50000
31	08	61.25000	 -4.50000
31	09	61.75000	 -6.50000
31	10	61.75000	 -5.50000
31	11	61.75000	 -4.50000
31	12	62.25000	 -6.50000
31	13	62.25000	 -5.50000
31	14	62.25000	 -4.50000
31	15	62.75000	 -6.50000
31	16	62.75000	 -5.50000
31	17	62.75000	 -4.50000
31		61.57353	 -5.55882
34	01	65.50000	 -6.00000
34	02	65.50000	 -4.00000
34	03	65.50000	 -2.00000
34	04	65.50000	  0.00000
34	05	65.50000	  2.00000
34	06	66.50000	 -6.00000
34	07	66.50000	 -4.00000
34	08	66.50000	 -2.00000
34	09	66.50000	  0.00000
34	10	66.50000	  2.00000
34	11	67.50000	 -6.00000
34	12	67.50000	 -4.00000
34	13	67.50000	 -2.00000
34	14	67.50000	  0.00000
34	15	67.50000	  2.00000
34		66.50000	 -2.00000
35	01	68.50000	-10.00000
35	02	68.50000	 -8.00000
35	03	69.50000	-10.00000
35	04	69.50000	 -8.00000
35	05	70.25000	-10.50000
35	06	70.25000	 -9.50000
35	07	70.25000	 -8.50000
35	08	70.25000	 -7.50000
35	09	70.75000	-10.50000
35	10	70.75000	 -9.50000
35	11	70.75000	 -8.50000
35	12	70.75000	 -7.50000
35		69.50000	 -9.00000
36	01	68.50000	 -6.00000
36	02	68.50000	 -4.00000
36	03	68.50000	 -2.00000
36	04	68.50000	  0.00000
36	05	68.50000	  2.00000
36	06	69.50000	 -6.00000
36	07	69.50000	 -4.00000
36	08	69.50000	 -2.00000
36	09	69.50000	  0.00000
36	10	69.50000	  2.00000
36	11	70.25000	 -6.50000
36	12	70.25000	 -5.50000
36	13	70.50000	 -4.00000
36	14	70.50000	 -2.00000
36	15	70.50000	  0.00000
36	16	70.50000	  2.00000
36	17	70.75000	 -6.50000
36	18	70.75000	 -5.50000
36		69.50000	 -2.00000
37	01	64.58333	  3.83333
37	02	65.50000	  4.00000
37	03	65.58333	  5.83333
